age,gross_monthly_income,years_continuous_experience,current_debt_to_income_ratio,number_of_dependents,home_ownership,default_status
48,5500,27,0.488,0,1,0
38,4600,22,0.151,0,1,0
50,14000,31,0.114,1,1,0
31,2200,10,0.523,0,1,0
54,4900,32,0.386,1,0,0
65,2300,49,0.115,1,1,0
33,5100,8,0.132,4,1,1
32,2200,14,0.16,2,0,0
55,4600,39,0.243,1,0,0
56,4200,36,0.357,0,0,0
31,4800,10,0.417,2,0,0
32,3000,11,0.254,1,0,0
34,2800,8,0.208,0,1,0
21,8700,1,0.336,1,0,0
26,4600,6,0.243,1,0,0
25,2900,9,0.124,1,0,0
28,3300,4,0.512,2,0,1
37,11800,16,0.196,2,0,0
40,4000,21,0.134,2,0,0
56,3600,40,0.186,2,0,0
26,2400,0,0.388,1,0,1
49,3700,33,0.116,1,0,0
35,3000,17,0.509,1,0,1
37,2000,15,0.332,0,0,1
46,2600,30,0.391,2,0,0
24,2400,8,0.343,1,0,0
42,6900,26,0.109,1,0,0
39,3500,16,0.343,2,0,1
43,4200,25,0.088,1,1,0
41,8700,9,0.308,1,0,0
67,12800,50,0.171,0,1,0
30,3600,13,0.197,1,0,0
31,2900,13,0.117,2,0,0
30,2400,9,0.214,0,0,0
31,6300,12,0.308,0,0,0
30,3500,7,0.088,0,0,0
52,4200,35,0.142,2,1,0
55,3300,39,0.275,1,0,0
31,2700,15,0.026,1,0,1
28,5100,12,0.049,3,0,0
43,2200,25,0.128,3,0,0
31,7600,12,0.261,2,0,0
45,3500,27,0.31,1,0,0
40,3900,15,0.335,2,0,1
20,1600,0,0.311,0,0,1
56,5300,37,0.318,0,0,1
59,4600,43,0.15,0,0,0
30,4000,12,0.256,0,1,0
33,10400,15,0.27,2,1,0
41,5300,23,0.351,1,0,0
42,3000,24,0.041,1,1,0
45,3200,27,0.225,1,0,0
62,8000,43,0.322,0,0,0
35,9600,17,0.121,2,0,1
28,4700,7,0.158,0,1,0
21,5500,0,0.106,1,0,1
29,6000,12,0.509,1,0,0
37,9700,11,0.119,3,0,0
59,1700,42,0.173,1,1,0
31,6400,15,0.187,2,1,1
40,8100,18,0.098,0,0,0
37,2000,20,0.293,0,0,0
52,2900,30,0.224,1,0,0
68,3600,50,0.605,0,1,0
31,2600,5,0.155,0,1,0
32,3000,9,0.068,1,0,0
50,6000,34,0.494,1,0,1
46,8400,30,0.21,1,1,0
60,9900,33,0.18,0,1,0
45,2900,27,0.247,2,0,0
33,2600,16,0.405,3,0,1
45,10900,29,0.518,1,1,0
51,7600,32,0.071,0,0,0
47,5100,27,0.61,5,0,1
44,6100,21,0.081,2,0,0
50,5100,34,0.484,3,1,0
52,7200,36,0.1,2,0,0
54,4200,32,0.268,1,1,0
45,5400,20,0.142,2,1,0
35,1900,19,0.229,1,0,0
39,2800,14,0.408,1,0,1
52,3300,31,0.399,2,0,1
28,3000,3,0.321,0,1,0
42,2700,22,0.132,2,1,0
33,3200,17,0.327,0,0,0
38,1800,18,0.151,0,1,0
53,6900,28,0.257,0,0,0
40,4500,23,0.345,1,0,0
38,1600,19,0.111,1,0,0
21,2200,1,0.133,2,0,1
46,6200,30,0.118,0,0,0
45,3200,18,0.235,2,0,0
63,3800,46,0.315,3,0,0
34,4000,11,0.183,1,1,0
40,5600,20,0.533,1,1,1
40,1800,14,0.097,1,0,0
56,7300,34,0.291,0,0,0
36,2800,16,0.555,0,1,0
41,4700,24,0.039,0,0,0
45,4500,21,0.106,0,1,0
40,3500,24,0.073,0,0,0
32,2200,9,0.187,0,0,0
40,4000,24,0.082,1,1,0
50,12600,24,0.105,0,0,0
25,1700,4,0.505,2,0,1
39,12100,16,0.296,3,1,0
29,3400,8,0.389,0,0,1
52,5400,36,0.17,4,0,0
20,2000,3,0.417,1,0,0
31,2500,8,0.097,1,0,0
42,3400,21,0.2,2,0,0
56,2600,31,0.159,1,1,0
37,3800,15,0.426,0,0,0
31,3400,14,0.24,1,0,0
60,17100,43,0.175,2,0,0
20,1800,0,0.199,1,0,1
20,4100,4,0.397,0,0,0
43,5000,16,0.203,0,0,1
31,2100,9,0.077,0,0,0
25,5500,0,0.581,2,0,1
46,4000,30,0.293,1,0,0
40,1000,15,0.048,0,0,0
31,5500,2,0.238,1,1,0
22,2000,6,0.055,0,1,0
48,2500,24,0.154,3,0,0
45,7200,24,0.452,0,0,0
36,3800,20,0.332,0,0,0
60,9300,38,0.143,4,1,0
25,7600,1,0.561,0,1,0
20,2600,2,0.07,2,0,1
29,6200,4,0.189,1,1,0
37,2900,21,0.288,0,0,1
40,18100,24,0.36,2,1,0
35,2800,14,0.281,2,0,0
42,8500,21,0.178,3,0,0
22,6300,4,0.065,1,0,0
55,6100,31,0.306,1,0,0
37,2800,14,0.164,0,0,0
51,4400,27,0.546,1,0,0
42,1300,22,0.193,1,0,0
43,5200,20,0.043,4,0,0
44,5900,25,0.149,1,0,0
43,4600,14,0.114,1,1,0
45,1100,28,0.206,1,1,0
53,2200,24,0.168,2,1,0
40,2800,19,0.244,1,0,0
46,5900,30,0.128,1,1,0
36,4800,10,0.162,2,0,1
55,4700,34,0.463,2,0,0
29,5600,5,0.413,0,0,0
59,2800,34,0.353,5,0,0
37,6300,15,0.201,2,0,0
20,4900,2,0.271,0,0,0
39,5500,15,0.108,1,0,1
29,3600,8,0.126,0,1,0
48,14300,25,0.145,2,0,0
30,5800,14,0.515,2,0,1
32,2200,10,0.112,0,1,0
20,4300,2,0.306,1,0,1
32,6100,5,0.407,4,0,1
20,2600,0,0.633,0,1,0
20,7000,0,0.553,2,0,1
47,6000,25,0.408,4,1,0
47,1200,30,0.237,1,1,0
43,5300,16,0.241,1,1,0
26,2900,0,0.087,0,0,0
37,5900,15,0.075,1,1,0
37,7200,10,0.201,0,0,1
24,4400,6,0.388,2,0,1
56,14700,39,0.341,2,0,0
48,4400,27,0.424,1,1,0
35,6200,13,0.346,2,0,0
38,7300,19,0.195,1,1,0
40,4100,17,0.231,0,0,0
20,5800,0,0.26,1,1,0
35,3100,18,0.084,0,1,0
29,3000,6,0.09,0,0,0
25,1700,1,0.41,2,1,1
34,4900,13,0.134,1,0,0
59,6300,34,0.133,1,0,0
45,10100,29,0.307,3,1,0
31,6600,9,0.08,1,0,0
44,4200,28,0.187,1,0,0
54,2700,38,0.425,1,0,0
49,6500,31,0.303,1,0,0
38,9000,21,0.059,1,0,0
30,6600,12,0.23,0,0,1
46,9300,26,0.047,3,0,0
42,3900,18,0.07,0,0,0
48,3800,29,0.042,1,1,0
45,3100,29,0.327,2,0,0
50,4600,25,0.131,1,1,0
31,4100,14,0.147,2,0,1
53,5800,33,0.142,0,1,0
40,4200,18,0.105,0,1,0
62,5100,41,0.169,5,1,0
29,2400,4,0.193,0,0,0
58,9300,36,0.578,3,0,0
40,4900,23,0.512,1,0,0
30,3300,1,0.403,1,0,0
32,2600,11,0.271,0,0,0
34,1900,14,0.193,2,0,0
43,9900,19,0.504,1,1,0
44,6600,23,0.286,1,1,1
31,1600,9,0.279,0,0,1
37,6300,7,0.307,0,0,0
63,9800,44,0.449,0,1,0
58,5800,39,0.255,1,0,0
43,12100,22,0.072,3,1,0
38,4800,13,0.032,2,0,0
39,2100,23,0.117,1,1,0
45,6100,29,0.289,2,1,0
25,4600,7,0.146,2,0,1
34,3100,18,0.359,0,0,0
20,5200,1,0.405,1,0,1
42,1600,19,0.328,3,0,1
45,8900,28,0.095,1,0,0
32,2500,16,0.134,1,0,0
56,2900,35,0.583,1,1,0
23,3400,0,0.568,1,1,0
20,4900,4,0.569,1,0,1
40,4800,16,0.427,2,0,0
50,3000,26,0.567,1,0,0
58,3800,34,0.083,0,1,0
32,2000,7,0.154,3,1,0
50,4000,21,0.36,0,0,0
37,8500,18,0.096,1,0,0
35,4200,14,0.257,2,0,0
48,8300,29,0.136,0,1,0
45,11300,24,0.485,0,1,0
20,2600,0,0.26,1,0,1
55,4900,39,0.161,2,1,0
54,19600,37,0.454,2,0,0
30,9100,4,0.127,1,0,0
42,1600,17,0.278,1,1,0
43,6000,24,0.447,0,0,0
41,4400,17,0.104,0,1,0
31,6700,9,0.218,1,0,0
29,2400,2,0.096,4,0,1
37,2600,16,0.33,2,0,0
52,3200,27,0.447,0,0,0
44,3000,13,0.201,0,1,0
33,6600,10,0.254,1,0,0
47,2400,26,0.437,2,1,0
20,2500,0,0.166,1,0,0
51,1700,32,0.14,0,0,0
20,6700,0,0.292,0,1,0
33,9000,12,0.263,2,0,0
24,3200,5,0.174,0,1,0
22,3200,5,0.431,2,0,1
51,6400,26,0.268,2,1,0
32,9700,8,0.349,0,0,0
42,6100,23,0.4,0,1,0
37,2800,14,0.198,1,0,1
43,1900,27,0.267,3,0,0
38,2300,17,0.261,2,0,0
22,3800,0,0.186,3,0,1
49,3200,22,0.217,0,0,0
32,4900,15,0.43,2,1,0
20,2700,4,0.264,2,0,1
32,2300,15,0.156,1,0,0
56,2700,40,0.086,1,1,0
48,11900,22,0.084,1,0,0
33,6700,6,0.085,0,0,0
33,11700,11,0.498,0,1,0
34,5600,9,0.371,1,1,0
62,4200,41,0.261,1,1,0
42,10300,22,0.492,2,1,0
43,4700,24,0.321,0,0,0
50,5800,31,0.069,1,0,0
40,4600,24,0.105,1,1,0
34,900,12,0.227,1,0,0
35,11300,15,0.176,0,0,0
37,5800,14,0.279,1,1,0
37,5300,16,0.399,2,1,1
46,4600,26,0.17,2,0,0
38,5000,21,0.685,1,0,1
46,3300,25,0.329,2,1,0
37,6200,14,0.332,2,0,0
38,2200,22,0.252,1,0,1
20,4100,0,0.419,0,0,1
48,6800,27,0.25,3,1,0
42,4200,24,0.151,4,1,0
49,6200,31,0.293,2,1,0
20,2000,0,0.34,0,0,1
63,3200,47,0.203,0,0,0
36,4900,14,0.155,1,1,0
51,7800,34,0.224,0,1,0
25,1200,0,0.288,1,1,0
45,5900,15,0.325,0,0,0
25,2900,8,0.381,0,0,0
30,3500,7,0.292,1,1,0
60,2400,42,0.193,3,0,0
35,2500,10,0.328,2,1,1
40,8400,24,0.176,1,0,0
48,4900,26,0.102,1,1,0
43,3800,26,0.167,1,1,0
39,4200,19,0.227,2,1,0
42,6500,26,0.279,2,0,0
66,7200,42,0.202,3,0,0
37,4400,20,0.301,1,0,0
40,8500,17,0.24,1,1,0
50,9000,31,0.211,1,1,0
51,6500,31,0.079,0,0,0
52,5300,31,0.059,3,1,0
45,7300,28,0.095,1,1,0
24,4600,3,0.188,2,0,1
57,9500,30,0.125,2,0,0
24,6700,7,0.228,1,0,0
41,2400,16,0.114,1,1,0
28,1900,2,0.203,1,0,0
37,3000,20,0.081,1,0,0
41,8500,25,0.116,0,1,0
41,1700,19,0.356,3,0,1
43,6000,25,0.369,1,0,1
57,6100,29,0.148,0,0,0
43,9300,22,0.156,0,1,0
35,5000,18,0.214,0,0,0
49,2300,33,0.526,1,1,0
52,2700,27,0.245,2,1,0
23,1900,5,0.129,3,0,1
45,3400,24,0.47,2,0,0
46,4200,22,0.077,0,0,0
34,2100,15,0.232,1,0,0
54,12500,34,0.438,2,1,0
36,1900,16,0.109,0,0,0
39,9800,16,0.218,0,0,0
35,8500,12,0.214,1,1,0
38,7600,18,0.624,2,1,0
24,2500,3,0.373,2,0,1
20,4600,1,0.423,1,0,0
57,2600,41,0.308,2,1,0
27,6700,5,0.363,1,1,0
26,3500,0,0.222,1,1,0
20,2900,3,0.296,1,0,0
30,2000,13,0.087,2,1,0
22,800,5,0.049,1,0,0
57,2800,34,0.718,0,0,0
50,9600,28,0.562,1,1,0
29,3200,9,0.474,2,0,0
65,5300,48,0.324,2,1,0
49,7300,28,0.655,0,1,0
34,13200,18,0.22,1,1,0
20,8100,0,0.561,3,0,1
65,3000,41,0.442,2,0,0
21,1200,5,0.427,0,0,0
20,15800,4,0.258,2,0,1
50,18300,23,0.382,2,0,0
67,6600,49,0.091,1,0,0
54,2300,29,0.456,1,0,1
44,8400,24,0.423,2,0,0
45,4500,25,0.557,2,0,0
48,4500,26,0.419,0,1,0
47,8500,30,0.31,1,1,0
41,5500,20,0.394,4,0,1
39,2200,20,0.27,1,0,0
37,3800,21,0.188,0,0,0
28,5800,6,0.251,1,0,0
34,5800,15,0.145,1,0,0
20,4300,0,0.304,0,0,1
36,8000,20,0.38,1,0,1
26,2900,0,0.086,2,0,0
24,4100,0,0.316,0,0,0
40,1000,16,0.175,0,0,0
54,4000,35,0.415,3,0,1
49,8200,33,0.296,0,0,0
20,2900,0,0.328,0,0,0
26,3000,6,0.058,2,0,1
49,2600,31,0.205,3,0,0
26,6900,4,0.275,1,0,0
35,5700,10,0.374,0,0,0
44,7800,24,0.249,0,1,0
26,1300,0,0.327,0,0,0
39,3900,14,0.047,1,0,0
21,3300,5,0.257,2,0,0
30,3600,12,0.579,1,0,0
41,3000,17,0.352,2,0,1
20,3200,4,0.184,0,0,0
43,7900,23,0.302,1,0,0
37,1500,21,0.231,3,0,0
44,13900,25,0.314,1,1,0
40,6200,21,0.401,4,1,0
54,5000,35,0.353,1,0,0
39,8000,21,0.322,2,0,0
32,1800,16,0.212,2,1,0
39,2700,9,0.165,1,0,0
44,4100,16,0.343,3,0,0
38,10600,22,0.109,0,0,0
38,4000,11,0.244,2,0,0
29,5400,10,0.428,0,0,0
30,2900,9,0.653,1,1,0
21,5000,1,0.466,2,1,1
58,15000,40,0.402,1,1,0
23,6600,0,0.057,1,0,0
29,3900,8,0.339,3,0,1
29,6200,10,0.365,0,0,0
48,7100,32,0.173,3,1,0
34,5900,17,0.249,2,0,1
52,10300,36,0.321,1,1,0
29,7800,8,0.148,1,0,0
41,4500,25,0.487,1,1,0
27,5900,8,0.4,0,0,1
63,4200,37,0.256,1,0,0
23,2100,0,0.504,1,0,1
41,3900,21,0.083,6,0,1
45,4600,25,0.17,3,0,0
42,1500,14,0.355,1,0,1
35,7000,12,0.485,2,0,0
36,1000,17,0.322,1,0,1
38,23700,22,0.283,0,0,0
36,10600,14,0.08,0,0,0
49,4100,25,0.375,0,0,0
64,5800,46,0.473,0,0,0
31,4900,9,0.539,2,1,1
21,2700,2,0.162,2,1,1
36,4900,16,0.19,1,0,0
68,5400,50,0.256,1,1,0
28,3700,8,0.513,1,0,1
57,5800,33,0.035,1,1,0
58,2600,40,0.091,1,1,0
31,4200,10,0.156,1,0,0
44,5400,27,0.266,0,1,0
57,5600,35,0.245,1,0,0
33,3700,13,0.185,2,0,0
35,8800,18,0.093,0,1,0
31,3100,5,0.355,2,0,0
25,4300,1,0.255,2,0,1
30,9100,12,0.245,1,1,0
23,3500,1,0.519,0,1,1
38,4900,15,0.245,1,1,0
28,3600,5,0.271,1,1,0
40,9900,24,0.29,1,1,0
20,3100,0,0.338,1,0,1
41,10200,23,0.155,0,1,0
48,4600,29,0.623,1,0,0
20,2200,0,0.106,1,0,1
42,6900,20,0.426,2,1,0
52,4200,33,0.392,1,1,0
23,5800,7,0.226,0,0,0
58,1100,32,0.264,1,0,0
43,4900,27,0.076,0,1,0
29,3300,13,0.454,0,0,1
37,2300,18,0.294,2,1,0
44,3200,18,0.374,1,1,0
38,3100,14,0.551,1,0,0
44,4600,24,0.097,1,0,0
26,1700,4,0.218,1,0,1
40,5600,22,0.403,0,0,0
21,8300,0,0.198,4,0,1
36,5100,15,0.262,1,0,0
27,6100,3,0.343,3,1,1
29,7400,5,0.136,0,0,0
52,10400,30,0.404,1,1,0
51,15700,32,0.29,2,0,0
45,3400,22,0.421,3,0,0
24,2500,4,0.263,3,0,1
34,7100,18,0.215,3,0,1
52,7900,33,0.444,0,1,0
39,7100,18,0.053,2,1,0
65,17100,41,0.178,0,1,0
42,4700,22,0.13,0,0,0
40,6100,24,0.289,1,1,0
34,2300,13,0.201,1,0,0
39,16000,18,0.297,2,1,0
36,3600,15,0.187,4,1,0
46,3800,22,0.291,1,0,0
49,3900,24,0.136,1,1,0
28,2800,10,0.292,1,1,0
22,2500,4,0.062,0,0,0
20,2800,4,0.47,1,0,0
44,2000,21,0.362,2,1,0
24,2300,0,0.513,0,1,0
20,11800,1,0.223,0,0,1
42,7300,22,0.533,2,0,1
67,9500,41,0.454,2,1,0
37,8700,14,0.333,3,0,1
48,14400,26,0.332,0,1,0
38,1700,22,0.062,1,0,0
36,2000,13,0.274,1,0,0
49,3100,32,0.324,1,0,0
34,3300,18,0.072,1,1,0
41,3800,22,0.271,1,0,0
41,3600,23,0.309,1,0,0
29,4700,9,0.133,1,0,1
49,5200,33,0.307,0,1,0
35,2700,11,0.256,1,0,0
28,1000,3,0.337,2,0,0
44,2700,28,0.298,2,1,0
27,2700,3,0.176,0,1,0
38,3900,21,0.238,0,0,0
37,2100,13,0.347,1,0,0
51,3700,31,0.146,2,0,0
43,2300,22,0.383,1,0,0
37,4100,17,0.158,2,0,0
47,2400,22,0.367,2,0,1
54,3200,38,0.444,2,0,1
44,2100,21,0.13,4,0,1
38,3800,13,0.281,1,1,0
22,2200,0,0.375,1,0,1
25,6300,0,0.354,0,0,1
34,5500,16,0.263,1,1,0
30,3800,6,0.076,0,1,0
35,2700,15,0.407,0,0,0
38,5300,13,0.317,1,0,0
44,7200,24,0.295,1,0,0
37,4900,18,0.314,1,1,0
43,11500,17,0.435,0,0,0
38,5900,19,0.294,2,0,0
20,6600,4,0.31,0,0,0
26,4300,8,0.167,1,0,0
36,6400,13,0.366,0,0,0
23,2300,0,0.088,2,0,1
45,3600,24,0.369,2,0,0
56,6200,30,0.185,2,1,0
52,6500,36,0.344,1,0,0
35,5900,16,0.087,2,0,0
55,10200,36,0.018,4,1,0
39,1900,19,0.407,1,0,0
33,2300,12,0.204,1,0,0
30,4600,7,0.445,2,0,1
34,2800,15,0.356,1,0,0
33,31700,12,0.257,1,1,0
40,6200,20,0.304,1,0,0
39,4500,22,0.356,1,0,1
38,3300,18,0.24,2,0,1
43,3500,23,0.145,0,1,0
52,5200,32,0.099,0,1,0
49,5300,28,0.143,0,0,0
20,2800,0,0.36,0,0,0
20,3100,1,0.538,0,1,0
49,10600,23,0.134,1,0,0
21,8900,5,0.314,1,1,0
35,5100,17,0.202,3,1,0
23,1600,0,0.262,0,1,0
20,5200,4,0.181,0,0,1
44,12600,28,0.157,1,0,0
47,10800,24,0.35,1,0,0
31,6800,15,0.052,1,0,0
20,8500,0,0.257,0,0,0
31,3900,2,0.099,1,0,0
42,7000,26,0.285,3,0,0
20,2500,4,0.38,1,0,0
40,5600,24,0.379,2,0,1
37,9400,13,0.131,1,0,0
44,3200,19,0.078,1,1,0
39,2800,21,0.016,0,0,0
26,4000,3,0.073,1,0,0
52,4200,26,0.576,3,1,0
36,5900,8,0.42,2,0,0
37,3400,17,0.352,0,1,0
26,11500,10,0.034,4,1,0
32,2000,15,0.249,1,0,0
27,8500,8,0.129,1,0,0
35,2800,16,0.158,0,0,0
58,1800,38,0.322,2,1,0
21,4200,0,0.507,0,0,1
20,3100,0,0.528,0,0,0
55,2700,35,0.659,2,0,0
35,1500,10,0.198,1,1,0
29,3900,7,0.175,3,1,0
50,8900,29,0.303,1,1,0
30,5600,6,0.265,1,0,0
59,5600,38,0.293,2,1,0
46,5900,17,0.118,2,0,0
32,4300,16,0.193,3,1,1
63,2300,45,0.303,3,0,0
30,1800,10,0.291,1,0,1
46,4200,24,0.381,1,1,0
41,3900,15,0.384,0,0,0
53,8600,33,0.096,0,0,0
56,8600,40,0.125,1,1,0
38,6100,14,0.178,1,0,0
28,3300,4,0.28,1,0,1
43,2100,27,0.101,0,1,0
29,5200,9,0.105,3,0,0
62,7900,46,0.247,0,1,0
39,1100,21,0.181,0,1,0
33,2600,16,0.546,3,1,1
40,2900,16,0.078,1,1,0
21,3900,0,0.621,1,0,1
26,2500,10,0.13,3,0,0
52,4900,28,0.371,0,1,0
30,3800,14,0.621,3,0,1
25,3400,3,0.153,3,0,1
44,3200,27,0.347,0,0,0
52,3500,33,0.165,0,0,0
46,2400,23,0.312,1,0,0
49,6100,26,0.359,0,0,0
28,5200,2,0.349,0,0,0
20,2300,0,0.051,5,0,1
56,13000,34,0.117,2,0,0
34,3600,15,0.062,0,0,0
34,10600,13,0.208,0,0,0
53,3500,31,0.628,1,1,0
44,1400,24,0.574,1,0,1
43,6200,27,0.223,0,0,0
63,6400,41,0.113,6,0,1
30,4100,8,0.628,1,1,0
49,3500,31,0.607,0,0,0
38,4600,22,0.181,2,1,0
41,3200,15,0.117,0,0,0
56,4300,34,0.224,0,0,0
44,7800,24,0.077,2,1,0
44,5500,28,0.184,1,0,0
50,7300,33,0.044,2,1,0
33,3500,7,0.137,1,0,0
27,3200,6,0.188,2,0,0
25,2000,7,0.482,3,0,1
20,2900,0,0.273,0,0,0
62,1200,45,0.204,2,0,0
24,2600,0,0.176,2,0,0
35,3900,9,0.601,2,1,0
34,6100,15,0.124,2,1,0
41,4000,23,0.028,0,0,0
47,6200,31,0.425,1,0,1
48,1400,32,0.218,1,0,0
31,4200,15,0.169,0,1,0
35,1500,14,0.158,3,0,0
41,2300,22,0.283,2,1,0
35,4100,19,0.413,1,1,0
57,11500,38,0.369,3,1,0
43,5600,20,0.327,3,0,0
46,4800,23,0.461,2,0,0
45,4900,29,0.122,1,1,0
52,3400,32,0.023,0,1,0
40,3400,24,0.508,1,1,0
22,4700,0,0.193,2,1,0
42,2000,18,0.468,0,0,0
30,6000,13,0.069,3,0,1
31,3400,14,0.279,0,0,0
45,8000,26,0.137,2,0,0
52,9400,36,0.241,2,1,0
38,1600,16,0.355,3,0,1
41,3300,22,0.384,2,1,0
58,3100,34,0.22,1,1,0
40,1600,24,0.116,1,0,0
69,3200,50,0.215,1,0,0
44,21300,28,0.42,2,0,0
20,5500,4,0.267,0,0,0
47,16000,31,0.045,3,0,0
42,7400,18,0.175,0,0,0
53,3300,35,0.301,1,0,0
46,3800,25,0.505,1,0,0
36,6300,17,0.565,2,1,0
23,5100,7,0.372,1,0,0
35,3100,15,0.164,1,1,0
27,1600,4,0.155,1,0,0
31,31100,15,0.164,2,1,0
45,4200,21,0.26,3,1,0
58,4500,41,0.165,0,0,0
42,5000,23,0.063,0,0,0
23,3100,0,0.341,0,0,1
43,5100,25,0.156,3,0,0
52,11000,31,0.324,0,0,0
30,3900,11,0.325,2,1,0
36,2100,15,0.499,1,0,1
38,4200,22,0.598,0,0,0
28,3200,12,0.082,1,0,0
45,11000,22,0.103,1,1,0
36,8400,11,0.525,6,0,1
43,5200,26,0.413,0,1,0
27,1800,7,0.11,3,0,1
32,1900,10,0.585,2,0,1
46,4800,23,0.071,1,0,0
33,5500,17,0.089,2,0,0
58,4400,41,0.215,1,1,0
33,3200,14,0.431,1,1,1
40,3200,17,0.187,2,0,0
49,4500,19,0.322,0,0,0
20,900,0,0.042,3,0,1
20,2000,4,0.688,1,0,1
20,2500,0,0.171,1,0,1
53,10000,27,0.306,1,0,0
31,2500,10,0.286,0,1,0
68,6700,50,0.265,1,1,0
31,4600,7,0.103,2,0,0
40,9600,17,0.042,1,1,0
56,11700,40,0.14,0,0,0
62,5200,40,0.346,4,0,0
62,4000,38,0.172,3,0,0
52,3200,27,0.413,0,0,0
50,4400,30,0.394,2,0,1
45,3700,26,0.058,0,1,0
47,6500,22,0.202,2,1,0
31,5600,15,0.315,0,0,0
28,5600,6,0.132,3,0,1
37,9800,21,0.448,1,0,0
35,12500,10,0.192,0,1,0
32,4500,13,0.071,1,1,0
46,8800,20,0.457,1,0,0
49,3900,27,0.302,2,1,0
39,9500,23,0.251,0,0,0
55,9400,29,0.216,2,1,0
24,6700,0,0.092,1,1,0
35,4400,11,0.158,1,0,0
29,2800,12,0.03,2,0,0
20,1600,1,0.315,0,0,0
37,4300,16,0.197,0,1,0
36,11100,18,0.101,1,0,0
56,4100,29,0.075,2,1,0
45,7500,24,0.115,2,0,0
25,6700,9,0.146,3,1,0
60,4600,38,0.159,0,1,0
52,11300,33,0.461,2,0,0
44,1000,24,0.173,1,0,0
35,2000,16,0.174,3,0,1
26,2200,2,0.437,0,0,1
33,2400,8,0.118,1,0,0
51,6100,29,0.656,0,1,0
60,6500,41,0.152,1,1,0
56,6700,36,0.304,1,0,0
32,5900,11,0.496,1,0,0
24,2300,7,0.295,2,0,0
39,2200,16,0.042,1,1,0
20,4600,0,0.193,0,0,0
41,2900,14,0.34,2,1,0
36,1600,10,0.048,1,1,0
32,7600,14,0.045,1,1,0
20,8400,0,0.477,0,0,0
44,12400,27,0.242,0,0,0
31,4500,8,0.074,2,0,0
23,5600,5,0.154,0,1,0
20,8700,4,0.226,0,0,1
37,3000,15,0.309,3,0,1
59,10900,43,0.103,1,0,0
57,6500,41,0.325,0,0,0
32,7200,12,0.308,1,0,0
30,4600,9,0.228,1,0,0
43,10300,24,0.188,1,0,0
26,4700,10,0.189,0,0,0
41,2000,24,0.299,1,0,0
47,11400,25,0.15,0,1,0
52,2900,29,0.239,0,1,0
36,9200,16,0.173,0,1,0
35,3800,10,0.207,0,1,0
27,7900,5,0.313,0,0,0
28,8100,10,0.366,1,1,0
35,5600,16,0.241,1,1,0
42,6500,26,0.652,0,1,0
48,6300,28,0.229,0,1,0
28,1100,3,0.191,2,1,0
55,5500,32,0.05,2,0,0
34,2100,8,0.19,3,1,0
37,4900,18,0.296,0,1,0
29,1900,3,0.562,1,0,0
20,1800,0,0.268,0,0,1
48,12100,22,0.168,1,1,0
46,9100,26,0.221,3,1,0
34,4100,11,0.6,1,1,0
38,4700,12,0.395,1,0,1
44,4000,24,0.402,0,0,0
20,5100,0,0.209,0,0,0
31,2600,5,0.477,0,1,0
47,8800,27,0.084,1,0,0
22,3300,6,0.492,0,0,1
41,3200,12,0.171,0,1,0
21,3800,2,0.245,4,0,0
43,3300,22,0.168,1,1,0
37,5100,12,0.351,2,0,1
20,2700,2,0.334,3,0,1
51,6900,35,0.35,0,1,0
29,8300,7,0.075,1,0,0
28,2800,12,0.127,2,0,0
40,4300,21,0.27,3,0,0
51,6600,30,0.246,5,0,0
25,3000,6,0.32,3,0,1
38,6100,22,0.082,2,0,0
43,6100,16,0.077,0,0,0
46,9200,25,0.25,1,0,0
40,2900,14,0.688,0,0,0
33,2500,14,0.104,2,1,0
28,3400,11,0.07,1,0,0
39,2400,17,0.233,0,0,0
25,5400,5,0.47,2,0,1
20,1900,4,0.457,0,0,0
43,17900,17,0.174,2,1,0
48,10900,30,0.354,0,0,0
20,3900,4,0.104,1,0,1
25,6100,0,0.479,1,0,0
45,1900,27,0.176,0,0,0
62,25600,44,0.201,1,1,0
38,3300,22,0.276,0,0,0
29,3500,2,0.305,1,0,0
35,1500,19,0.11,2,1,0
54,6900,33,0.671,0,1,0
30,2000,6,0.134,1,1,1
28,4200,6,0.505,2,1,1
32,3000,12,0.365,2,0,0
26,2100,10,0.2,0,0,0
39,2800,22,0.073,2,1,0
57,6100,36,0.19,1,1,0
41,2200,24,0.077,1,0,0
34,2700,13,0.174,1,0,0
34,6100,11,0.125,3,0,0
20,17400,0,0.055,0,0,0
48,6700,32,0.15,2,1,0
37,2300,8,0.537,0,0,0
35,3300,11,0.14,1,1,0
75,6000,50,0.159,1,1,0
41,3600,16,0.073,1,1,0
28,6300,0,0.318,4,0,1
32,4900,16,0.202,2,0,0
51,8700,31,0.237,1,0,0
39,3900,23,0.261,2,0,0
20,8100,0,0.191,0,0,0
49,4400,27,0.488,1,1,0
29,2200,9,0.165,5,0,0
60,20400,42,0.336,1,1,0
50,1700,34,0.119,0,0,0
32,2600,10,0.348,2,0,1
53,3300,27,0.046,3,0,0
38,20500,20,0.136,1,0,0
48,14300,26,0.269,1,0,0
43,11900,27,0.184,1,0,0
27,3200,5,0.645,0,0,0
30,17700,11,0.237,1,1,0
50,6400,33,0.234,3,1,0
33,7800,16,0.27,1,0,0
33,4800,14,0.266,1,0,0
26,3700,4,0.172,0,1,0
